date,Check Date Range,channel,platform,campaign_type,campaign_id,campaign_name,ab_variant,geo,device,audience,placement,adset_id,creative_id,impressions,clicks,sessions,conversions,revenue_gbp,spend_gbp,clicks_greater_impressions,conv_greater_sessions,revenue_without_conversion,negative_values,activity_wtihout_spend,revenue_without_spend,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/11/2025,OK,Paid Social,TikTok Ads,Brand Awareness,C21962,Video_TopFunnel_UK,B,IE,Desktop,CRM,Stories,AS004,CR003,20198,285,183,2,64.11,221.9,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/11/2025,OK,Paid Social,LinkedIn Ads,Free Trial,C12655,Trial_CompetitorTerms,A,IE,All,Retargeting,Stories,AS002,CR004,18280,318,297,20,822.15,191.89,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/11/2025,OK,Paid Social,TikTok Ads,Discount Offer,C72232,Discount_BundleDeal,A,UK,All,Retargeting,Feed,AS015,CR009,183340,1465,1465,264,11449.9,1252.87,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/11/2025,OK,Affiliate,Partner Network,Discount Offer,C45161,Discount_Flash48h,B,IE,All,Prospecting,Feed,AS009,CR007,2794,172,152,11,557.48,150.09,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/11/2025,OK,Paid Social,TikTok Ads,Free Trial,C32222,FreeTrial_NonBrand ,B,UK,Desktop,CRM,Stories,AS003,CR009,188100,2604,2321,298,13319.79,3115.59,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/11/2025,OK,Paid Social,Meta Ads,Free Trial,C43606,Trial_CompetitorTerms,B,UK,All,Retargeting,Feed,AS010,CR003,202654,2679,2431,88,2916.75,1868.54,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/11/2025,OK,Paid Social,Meta Ads,Free Trial,C43606,Trial_CompetitorTerms,B,UK,All,CRM,Stories,AS002,CR005,49472,454,394,16,624.82,497.62,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/11/2025,OK,Video,YouTube Ads,Brand Awareness,C25729,Brand_UK_Winter,B,UK,All,Prospecting,YouTube_InStream,AS004,CR009,142315,523,456,4,100.97,832.55,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/11/2025,OK,Paid Social,LinkedIn Ads,Brand Awareness,C46880,Video_TopFunnel_UK,B,UK,Desktop,Prospecting,Feed,AS005,CR007,122429,1251,851,3,94.69,"£1,276.51",No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/11/2025,OK,Paid Social,LinkedIn Ads,Discount Offer,C65769,Discount_BundleDeal,B,ie,All,Prospecting,Feed,AS010,CR006,27451,416,398,41,1646.3,528.62,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/11/2025,OK,Display,DV360,Discount Offer,C88550,Discount_20pct,B,IE,All,Prospecting,Display_Network,AS014,CR005,30983,71,68,7,358.81,147.42,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/11/2025,OK,Email,ESP,Free Trial,C28514,Trial_Reengagement,b,UK,All,CRM,Newsletter,AS002,CR009,21557,2351,2071,149,7030.79,42.71,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/11/2025,OK,Paid Search,Google Ads,Brand Awareness,C93219,Brand_UK_Winter,B,IE,Mobile,Prospecting,Search,AS014,CR005,11960,811,806,11,287.8,1165.5,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/11/2025,OK,Paid Social,LinkedIn Ads,Free Trial,C89894,Trial_Reengagement,A,IE,Mobile,CRM,Feed,AS007,CR007,22585,178,143,3,167.55,189.69,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/11/2025,OK,Video,YouTube Ads,Brand Awareness,C25729,Brand_UK_Winter,B,UK,Mobile,Prospecting,YouTube_InStream,AS011,CR006,171016,664,554,9,248.54,£908.08,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/11/2025,OK,Display,DV360,Brand Awareness,C94831,Video_TopFunnel_UK,A,UK,Desktop,CRM,Display_Network,AS013,CR008,287147,1806,1346,10,264.95,2592.96,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/11/2025,OK,Video,YouTube Ads,Brand Awareness,C79494,Video_TopFunnel_UK,A,UK,Desktop,Prospecting,YouTube_InStream,AS002,CR006,140361,468,434,3,133.74,921.69,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/11/2025,OK,Paid Social,LinkedIn Ads,Free Trial,C94476,FreeTrial_NonBrand,B,IE,All,CRM,Stories,AS007,CR001,16088,174,151,5,266.07,149.89,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/11/2025,OK,Paid Social,LinkedIn Ads,Free Trial,C12655,Trial_CompetitorTerms ,B,UK,All,CRM,Stories,AS012,CR006,128618,1869,1869,82,2930.84,1709.05,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/11/2025,OK,Paid Social,Meta Ads,Free Trial,C58061,FreeTrial_NonBrand,A,UK,Desktop,CRM,Feed,AS007,CR009,87363,1254,1094,67,3765.65,758.88,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/11/2025,OK,Paid Social,TikTok Ads,Discount Offer,C26685,Discount_Flash48h,b,UK,Desktop,CRM,Feed,AS002,CR003,70760,1013,768,35,2049.18,603.87,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/11/2025,OK,Affiliate,Partner Network,Free Trial,C00918,FreeTrial_NonBrand, B ,UK,All,CRM,Stories,AS013,CR007,13398,615,615,45,2044.37,659.31,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/11/2025,OK,Display,DV360,Brand Awareness,C94831,Video_TopFunnel_UK,A,IE,Desktop,Prospecting,Display_Network,AS014,CR008,28170,82,63,0,0,£180.79,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/11/2025,OK,Paid Search,Google Ads,Free Trial,C06687,Trial_CompetitorTerms,B,UK,Desktop,Prospecting,Search,AS012,CR002,51802,927,811,35,1185.74,971.83,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/11/2025,OK,Paid Social,Meta Ads,Free Trial,C41057,Trial_Reengagement,A,UK,All,Retargeting,Feed,AS011,CR009,133837,2779,2695,128,3114.03,2183.75,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/11/2025,OK,Paid Social,Meta Ads,Discount Offer,C77790,Discount_20pct,A,IE,All,CRM,Feed,AS007,CR008,14711,204,197,13,677.54,158.76,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/11/2025,OK,Paid Social,LinkedIn Ads,Brand Awareness,C39095,Awareness_Display_UK,A,UK,All,Retargeting,Feed,AS002,CR009,82410,1355,1036,17,451.36,1023.07,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/11/2025,OK,Paid Social,TikTok Ads,Free Trial,C57218,Trial_CompetitorTerms,B,IE,Mobile,CRM,Feed,AS011,CR008,30509,556,499,22,662.33,343.76,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/11/2025,OK,Paid Social,TikTok Ads,Discount Offer,C26685,Discount_Flash48h,B,UK,Mobile,CRM,Feed,AS011,CR007,123316,1365,1010,40,2892.6,777.74,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/11/2025,OK,Paid Social,TikTok Ads,Discount Offer,C28582,Discount_20pct,a,IE,All,Prospecting,Stories,AS010,CR007,34642,530,411,15,729.19,478.48,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/11/2025,OK,Paid Social,Meta Ads,Free Trial,C41057,Trial_Reengagement,B,UK,Mobile,CRM,Stories,AS010,CR007,63088,633,547,18,889.84,514.55,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/11/2025,OK,Paid Social,TikTok Ads,Free Trial,C23721,Trial_Reengagement,B,UK,Desktop,CRM,Feed,AS005,CR008,168189,1145,867,43,2315.67,1033.08,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/11/2025,OK,Paid Social,Meta Ads,Free Trial,C43606,Trial_CompetitorTerms,A,UK,Mobile,Retargeting,Feed,AS004,CR005,142481,1073,780,22,658.58,1470.4,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/11/2025,OK,Display,DV360,Free Trial,C83689,Trial_Reengagement,A,IE,Mobile,Prospecting,Display_Network,AS004,CR001,51130,217,212,11,357.28,388.27,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/11/2025,OK,Paid Search,Google Ads,Free Trial,C06687,Trial_CompetitorTerms,B,IE,All,Retargeting,Search,AS001,CR002,9738,335,316,11,713.22,719.68,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/11/2025,OK,Paid Social,LinkedIn Ads,Discount Offer,C53161,Discount_20pct,A,UK,All,CRM,Stories,AS001,CR006,185218,1068,896,121,5580.98,1534.83,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/11/2025,OK,Paid Social,LinkedIn Ads,Free Trial,C94476,FreeTrial_NonBrand,A,IE,All,CRM,Feed,AS013,CR002,23032,370,305,9,394.77,303.35,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/11/2025,OK,Video,YouTube Ads,Brand Awareness,C79907,Awareness_Display_UK,B,IE,All,Prospecting,YouTube_InStream,AS008,CR008,64454,134,110,0,0,298.27,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/11/2025,OK,Paid Social,LinkedIn Ads,Brand Awareness,C39095,Awareness_Display_UK,B,UK,Mobile,Retargeting,Stories,AS005,CR003,105900,2571,2533,15,490.61,1081.72,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/11/2025,OK,Affiliate,Partner Network,Discount Offer,C45161,Discount_Flash48h,B,UK,All,CRM,Feed,AS013,CR005,9984,563,551,65,3614.59,397.02,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/11/2025,OK,Paid Social,Meta Ads,Free Trial,C58061,FreeTrial_NonBrand,B,uk,Desktop,Prospecting,Stories,AS008,CR007,68338,532,471,9,314.37,£777.46,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/11/2025,OK,Affiliate,Partner Network,Discount Offer,C45161,Discount_Flash48h,A,UK,Desktop,CRM,Feed,AS006,CR006,9626,417,358,25,698.31,419.94,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/11/2025,OK,Paid Social,LinkedIn Ads,Brand Awareness,C39095,Awareness_Display_UK,A,UK,All,Retargeting,Stories,AS008,CR009,124720,2058,1435,29,941.7,1014.45,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/11/2025,OK,Affiliate,Partner Network,Discount Offer,C45161,Discount_Flash48h,A,UK,All,Retargeting,Feed,AS014,CR009,13937,725,558,126,5004.87,532.12,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/11/2025,OK,Paid Social,LinkedIn Ads,Brand Awareness,C46880,Video_TopFunnel_UK,B,UK,All,CRM,Stories,AS010,CR003,132855,3150,2727,9,407.39,2233.98,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/11/2025,OK,Display,DV360,Brand Awareness,C94831,Video_TopFunnel_UK,A,IE,Mobile,Prospecting,Display_Network,AS007,CR007,47608,164,141,2,85.68,390.23,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/11/2025,OK,Email,ESP,Free Trial,C28514,Trial_Reengagement,A,IE,All,CRM,Newsletter,AS015,CR002,944,34,34,1,23.68,3.11,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/11/2025,OK,Paid Social,Meta Ads,Brand Awareness,C62322,Brand_UK_Winter,B,IE,All,CRM,Stories,AS001,CR007,36459,243,197,1,31.42,456.76,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/11/2025,OK,Affiliate,Partner Network,Free Trial,C00918,FreeTrial_NonBrand,A,UK,Desktop,Prospecting,Feed,AS015,CR009,8909,325,272,11,390.97,176.49,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/11/2025,OK,Email,ESP,Discount Offer,C76347,Discount_20pct,A,UK,Mobile,Retargeting,Newsletter,AS008,CR007,20144,2791,2362,118,"£8,805.26",28.84,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/11/2025,OK,Paid Social,LinkedIn Ads,Discount Offer,C51603,Discount_Flash48h ,A,UK,Desktop,Prospecting,Feed,AS005,CR008,106232,1788,1788,149,9949.59,932.46,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/11/2025,OK,Paid Social,TikTok Ads,Discount Offer,C72232,Discount_BundleDeal,B,IE,All,Retargeting,Feed,AS014,CR009,33071,292,233,9,217.32,229.8,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/11/2025,OK,Display,DV360,Free Trial,C83689,Trial_Reengagement,B,IE,All,Retargeting,Display_Network,AS014,CR009,40507,354,354,51,"£1,885.52",359.8,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/11/2025,OK,Paid Social,TikTok Ads,Free Trial,C32222,FreeTrial_NonBrand,B,IE,All,Retargeting,Stories,AS015,CR009,28601,457,368,20,554.54,459.76,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/11/2025,OK,Display,DV360,Free Trial,C83689,Trial_Reengagement,B,UK,All,CRM,Display_Network,AS015,CR002,120182,818,818,15,290.78,522.69,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/11/2025,OK,Paid Social,TikTok Ads,Free Trial,C57218,Trial_CompetitorTerms,B,IE,Mobile,Prospecting,Stories,AS004,CR004,16553,114,91,0,0,131.01,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/11/2025,OK,Paid Search,Google Ads,Discount Offer,C55219,Discount_BundleDeal,B,IE,Mobile,Retargeting,Search,AS004,CR008,6664,188,142,14,393.48,359.47,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/11/2025,OK,Email,ESP,Free Trial,C42163,Trial_CompetitorTerms,B,IE,Desktop,Retargeting,Newsletter,AS001,CR005,1314,116,110,11,491.09,1.89,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/11/2025,OK,Paid Social,Meta Ads,Discount Offer,C77790,Discount_20pct,B,IE,Desktop,CRM,Feed,AS001,CR002,28464,376,376,56,3253.11,355.58,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/11/2025,OK,Display,DV360,Free Trial,C51468,Trial_CompetitorTerms,A,IE,All,Retargeting,Display_Network,AS006,CR004,31239,185,166,12,304.76,132.03,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/11/2025,OK,Display,DV360,Free Trial,C51468,Trial_CompetitorTerms,B,IE,Mobile,Retargeting,Display_Network,AS014,CR001,34479,270,232,13,446.23,155.05,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/11/2025,OK,Video,YouTube Ads,Brand Awareness,C79494,Video_TopFunnel_UK,Variant A,IE,Desktop,Retargeting,YouTube_InStream,AS007,CR001,29020,310,222,4,111.95,118.59,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/11/2025,OK,Paid Search,Google Ads,Discount Offer,C06886,Discount_20pct,A,IE,All,CRM,Search,AS005,CR005,11650,220,220,17,816.27,443.77,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/11/2025,OK,Paid Social,Meta Ads,Brand Awareness,C95374,Video_TopFunnel_UK,B,IE,All,Prospecting,Feed,AS010,CR002,20333,206,185,0,0,212.32,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/11/2025,OK,Paid Social,TikTok Ads,Free Trial,C32222,FreeTrial_NonBrand,A,UK,Desktop,CRM,Stories,AS001,CR004,71838,606,606,71,3087.88,914.47,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/11/2025,OK,Paid Search,Google Ads,Discount Offer,C06886,Discount_20pct,A,UK,All,Prospecting,Search,AS005,CR005,54339,2589,2589,333,11275.95,5793.3,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/11/2025,OK,Affiliate,Partner Network,Free Trial,C45462,Trial_Reengagement,B,IE,All,Prospecting,Feed,AS015,CR008,2036,122,111,1,35.69,179.42,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/11/2025,OK,Paid Social,Meta Ads,Discount Offer,C54896,Discount_BundleDeal,B,IE,All,Retargeting,Stories,AS010,CR003,29730,508,469,50,2625.16,229.55,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/11/2025,OK,Email,ESP,Discount Offer,C56339,Discount_BundleDeal,B,UK,All,CRM,Newsletter,AS008,CR004,20743,1295,1164,91,4788.92,40.21,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/11/2025,OK,Paid Social,LinkedIn Ads,Brand Awareness,C93273,Brand_UK_Winter,A,UK,All,Retargeting,Stories,AS008,CR003,261960,5597,4882,49,1351.87,2781.94,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/11/2025,OK,Paid Search,Google Ads,Free Trial,C52054,FreeTrial_NonBrand,Variant B,uk,All,Retargeting,Search,AS010,CR003,"41,294",1347,1347,139,5336.11,"£2,855.68",No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/11/2025,OK,Paid Social,TikTok Ads,Discount Offer,C72232,Discount_BundleDeal,B,IE,All,Retargeting,Stories,AS005,CR001,26223,274,264,50,,279.47,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/11/2025,OK,Email,ESP,Free Trial,C28514,Trial_Reengagement,A,IE,Desktop,Prospecting,Newsletter,AS012,CR002,2731,211,184,10,443.14,9.55,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/11/2025,OK,Display,DV360,Brand Awareness,C51562,Brand_UK_Winter,A,IE,Desktop,Prospecting,Display_Network,AS010,CR009,50162,339,254,1,22.21,241.03,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/11/2025,OK,Affiliate,Partner Network,Discount Offer,C45161,Discount-Flash48h,A,UK,All,Prospecting,Stories,AS014,CR001,8602,430,355,16,423.55,333.92,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/11/2025,OK,Paid Social,Meta Ads,Brand Awareness,C95374,Video_TopFunnel_UK, B ,IE,Desktop,Retargeting,Stories,AS003,CR003,13254,220,171,1,30,215.71,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/11/2025,OK,Paid Social,TikTok Ads,Free Trial,C23721,Trial_Reengagement,B,IE,All,CRM,Stories,AS015,CR006,12936,188,142,6,366.05,£168.29,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/11/2025,OK,Paid Social,LinkedIn Ads,Free Trial,C89894,Trial_Reengagement,Variant B,UK,All,Prospecting,Stories,AS010,CR009,96097,1429,1326,54,1981.46,1146.95,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/11/2025,OK,Paid Social,TikTok Ads,Free Trial,C23721,Trial_Reengagement,A,IE,All,Retargeting,Feed,AS005,CR008,15340,72,59,3,205.09,195.87,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/11/2025,OK,Paid Social,LinkedIn Ads,Brand Awareness,C93273,Brand_UK_Winter,B,UK,All,Prospecting,Feed,AS014,CR006,109842,2109,1627,8,318.37,1038.62,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/11/2025,OK,Paid Social,TikTok Ads,Free Trial,C23721,Trial_Reengagement,B,IE,All,CRM,Stories,AS004,CR005,21260,375,323,24,1608.16,£192.80,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/11/2025,OK,Paid Social,LinkedIn Ads,Brand Awareness,C93273,Brand_UK_Winter,Variant A,IE,All,Retargeting,Feed,AS002,CR007,29355,553,459,5,237.2,251.1,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/11/2025,OK,Paid Social,LinkedIn Ads,Brand Awareness,C46880,Video_TopFunnel_UK,A,UK,All,Retargeting,Feed,AS013,CR007,115183,883,883,10,309.2,1330.36,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/11/2025,OK,Paid Social,TikTok Ads,Discount Offer,C26685,Discount_Flash48h,B,UK,Mobile,CRM,Stories,AS011,CR002,184375,1894,1794,99,"£6,000.44",1346.02,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/11/2025,OK,Email,ESP,Discount Offer,C76347,Discount_20pct,B,UK,All,Retargeting,Newsletter,AS014,CR009,10923,1966,1787,298,12884.51,39.91,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/11/2025,OK,Display,DV360,Free Trial,C83689,Trial_Reengagement,A,UK,All,Retargeting,Display_Network,AS015,CR002,153958,580,513,37,2326.28,826.66,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/11/2025,OK,Paid Social,TikTok Ads,Discount Offer,C72232,Discount_BundleDeal,B,IE,All,Retargeting,Stories,AS004,CR005,31126,490,481,95,5550.07,377.64,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/11/2025,OK,Display,DV360,Brand Awareness,C65512,Awareness_Display_UK,A,IE,Desktop,Retargeting,Display_Network,AS014,CR007,23539,148,116,3,100.2,129.38,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/11/2025,OK,Paid Social,LinkedIn Ads,Free Trial,C89894,Trial_Reengagement,B,UK,All,CRM,Feed,AS003,CR001,100163,686,536,25,,785.82,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/11/2025,OK,Paid Social,TikTok Ads,Free Trial,C32222,FreeTrial_NonBrand,Variant B,IE,Desktop,CRM,Stories,AS007,CR004,20644,438,351,12,671.39,314.22,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/11/2025,OK,Paid Social,Meta Ads,Brand Awareness,C62322,Brand_UK_Winter,A,UK,Desktop,Prospecting,Stories,AS015,CR008,96662,1015,751,12,£405.07,946.86,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/11/2025,OK,Email,ESP,Free Trial,C28514,Trial_Reengagement , A ,UK,Mobile,Prospecting,Newsletter,AS001,CR005,8713,983,964,8,354.75,29.57,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/11/2025,OK,Paid Social,TikTok Ads,Free Trial,C32222,FreeTrial_NonBrand ,A,IE,All,Retargeting,Feed,AS002,CR009,19662,220,219,20,1276.97,101.47,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/11/2025,OK,Paid Social,Meta Ads,Discount Offer,C47476,Discount_Flash48h,B,IE,Desktop,CRM,Feed,AS007,CR005,13831,250,226,33,1227.47,137.71,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/11/2025,OK,Paid Search,Google Ads,Free Trial,C06687,Trial_CompetitorTerms,A,IE,All,Retargeting,Search,AS003,CR004,5332,123,115,9,339.03,89.76,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/11/2025,OK,Affiliate,,Discount Offer,C45161,Discount_Flash48h,A,IE,All,CRM,Feed,AS003,CR003,2227,84,75,15,806.41,84.5,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/11/2025,OK,Display,DV360,Free Trial,C51468,Trial_CompetitorTerms,A,UK,All,Prospecting,Display_Network,AS010,CR005,391995,2227,2110,72,3286.72,3210.09,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/11/2025,OK,Paid Social,LinkedIn Ads,Discount Offer,C53161,Discount_20pct,A,UK,All,CRM,Stories,AS011,CR007,118106,1010,890,176,13443.19,1357.72,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/11/2025,OK,Email,ESP,Discount Offer,C76347,Discount_20pct,A,UK,Desktop,Retargeting,Newsletter,AS012,CR009,9681,1362,1094,85,4800.82,17.72,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/11/2025,OK,Paid Social,TikTok Ads,Discount Offer,C26685,Discount_Flash48h,A,IE,Mobile,CRM,Stories,AS002,CR009,19339,126,126,4,129.88,213.06,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/11/2025,OK,Paid Social,Meta Ads,Free Trial,C58061,FreeTrial_NonBrand,B,IE,Mobile,Retargeting,Feed,AS003,CR009,35363,240,216,13,585.01,247.14,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/11/2025,OK,Paid Social,TikTok Ads,Free Trial,C57218,Trial_CompetitorTerms ,B,IE,Desktop,Retargeting,Feed,AS006,CR003,29201,473,374,46,£841.87,,No,No,Valid,No,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/11/2025,OK,Paid Social,LinkedIn Ads,Discount Offer,C65769,Discount_BundleDeal,B,IE,All,Retargeting,Feed,AS013,CR004,24229,304,272,45,1520.51,177.46,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/11/2025,OK,Paid Social,Meta Ads,Brand Awareness,C95374,Video-TopFunnel-UK,A,UK,Desktop,Prospecting,Stories,AS002,CR009,130286,3258,2714,9,256.8,1722.03,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/11/2025,OK,Paid Social,Meta Ads,Brand Awareness,C08144,Awareness_Display_UK,A,UK,All,CRM,Feed,AS007,CR005,86197,777,678,7,325.76,708.07,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/11/2025,OK,Paid Social,Meta Ads,Discount Offer,C54896,Discount_BundleDeal,A,UK,Desktop,CRM,Feed,AS002,CR008,91208,1859,1614,274,11039.16,997.47,No,No,Valid,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
